review_id,product_category,review_body,rating,verified,split,sentiment
R000767,Kitchen,I have used this toaster for 16 weeks now and it is useless. The listing photos do not match what turned up.,1,True,train,negative
R000768,Office,I have used this chair for 14 weeks now and it is sturdy. It has survived two house moves already.,4,False,train,positive
R000769,Audio,Honestly the kettle was fine for the 102 pounds I paid. It sits in a drawer more often than not.,3,True,test,neutral
R000770,Office,Honestly the keyboard was outstanding for the 52 pounds I paid. It has survived two house moves already.,5,True,train,positive
R000771,Office,Setup took about 12 minutes and the whole blender felt brilliant. It has survived two house moves already.,4,True,train,positive
R000772,Kitchen,Ordered the mousepad on a whim for 105 pounds and the finish is brilliant. I would order another without thinking twice.,4,True,train,positive
R000773,Kitchen,"Ordered the keyboard on a whim for 136 pounds and the finish is ordinary. Fine for the money, forgettable otherwise.",3,True,train,neutral
R000774,Kitchen,Honestly the kettle was solid for the 21 pounds I paid. It has become the one I reach for every morning.,4,True,train,positive
R000775,Audio,Bought the headset for my workshop 19 weeks back and found it fantastic. Support answered my question the same afternoon.,5,True,train,Positive
R000776,Kitchen,I have used this chair for 18 weeks now and it is outstanding. I would order another without thinking twice.,4,True,train,Positive
R000777,Office,The kettle arrived on day 13 and the build quality felt outstanding. Worth every bit of what I paid.,5,True,train,positive
R000778,Audio,After 25 weeks of daily use the toaster still looks solid. It has survived two house moves already.,5,False,train,positive
R000779,Kitchen,Good product. Would order again. Arrived 23 days early.,3,False,train,neutral
R000780,Kitchen,Compared to the toaster it replaced 13 weeks ago this one is useless. The listing photos do not match what turned up.,1,True,train,negative
R000781,Kitchen,Ordered the mousepad on a whim for 173 pounds and the finish is perfect. It has become the one I reach for every morning.,5,True,train,positive
R000782,Kitchen,I have used this lamp for 13 weeks now and it is fine. It does what it says and nothing beyond that.,3,True,train,neutral
R000783,Office,Ordered the keyboard on a whim for 117 pounds and the finish is fantastic. I would order another without thinking twice.,5,True,test,positive
R000784,Office,Honestly the backpack was defective for the 110 pounds I paid. It rattles badly whenever it is switched on.,1,True,train,negative
R000785,Office,"Honestly the router was ordinary for the 122 pounds I paid. It works, though the manual was useless.",3,True,train,neutral
R000786,Office,The toaster arrived on day 4 and the build quality felt defective. The listing photos do not match what turned up.,1,False,test,negative
R000787,Office,"Setup took about 20 minutes and the whole chair felt serviceable. Fine for the money, forgettable otherwise.",3,False,train,neutral
R000788,Kitchen,"After 27 weeks of daily use the headset still looks fine. Fine for the money, forgettable otherwise.",3,False,test,neutral
R000789,Audio,The backpack arrived on day 4 and the build quality felt dreadful. I would not put this in front of a guest.,2,False,test,negative
R000790,Kitchen,Honestly the toaster was superb for the 184 pounds I paid. I would order another without thinking twice.,5,False,train,Positive
R000791,Audio,Bought the router for my home office 12 weeks back and found it awful. Support have ignored two emails so far.,2,True,train,negative
R000792,Office,Honestly the lamp was fantastic for the 164 pounds I paid. I would order another without thinking twice.,5,False,test,positive
R000793,Audio,I have used this router for 29 weeks now and it is defective. Mine arrived with a crack down one side.,2,False,train,negative
R000794,Audio,Ordered the backpack on a whim for 101 pounds and the finish is shoddy. Mine arrived with a crack down one side.,2,True,train,negative
R000795,Office,Bought the speaker for my hallway 26 weeks back and found it passable. It sits in a drawer more often than not.,3,True,test,neutral
R000796,Kitchen,After 8 weeks of daily use the kettle still looks broken. It stopped working entirely on the fourth day.,2,True,train,negative
R000797,Kitchen,Compared to the keyboard it replaced 17 weeks ago this one is superb. Worth every bit of what I paid.,1,True,train,positive
R000798,Kitchen,Setup took about 57 minutes and the whole blender felt serviceable. There are better options if you can spend more.,3,True,train,neutral
R000799,Office,Ordered the keyboard on a whim for 180 pounds and the finish is useless. I would not put this in front of a guest.,1,True,train,negative
R000800,Office,Compared to the lamp it replaced 20 weeks ago this one is dreadful. It stopped working entirely on the fourth day.,1,True,train,negative
R000801,Audio,"I have used this speaker for 21 weeks now and it is ordinary. It works, though the manual was useless.",3,True,train,neutral
R000802,Office,I have used this toaster for 22 weeks now and it is serviceable. It sits in a drawer more often than not.,3,False,train, neutral
R000803,Kitchen,Honestly the toaster was awful for the 44 pounds I paid. It rattles badly whenever it is switched on.,1,True,train,negative
R000804,Kitchen,"Ordered the blender on a whim for 38 pounds and the finish is fine. Fine for the money, forgettable otherwise.",3,True,train,neutral
R000805,Office,Honestly the speaker was solid for the 141 pounds I paid. Worth every bit of what I paid.,3,False,test,positive
R000806,Kitchen,Bought the monitor for my studio 8 weeks back and found it terrible. I would not put this in front of a guest.,2,False,train,negative
R000807,Audio,I have used this kettle for 24 weeks now and it is brilliant. It has become the one I reach for every morning.,1,True,train,positive
R000808,Audio,Compared to the backpack it replaced 21 weeks ago this one is terrible. I would not put this in front of a guest.,2,True,train,negative
R000809,Office,After 10 weeks of daily use the blender still looks average. I neither regret it nor recommend it.,3,True,test,neutral
R000810,Audio,After 16 weeks of daily use the kettle still looks outstanding. It has survived two house moves already.,4,False,train,positive
R000811,Audio,Setup took about 55 minutes and the whole speaker felt impressive. It has become the one I reach for every morning.,5,False,train,positive
R000812,Office,I have used this monitor for 3 weeks now and it is awful. Mine arrived with a crack down one side.,1,True,test,negative
R000813,Office,"I have used this lamp for 9 weeks now and it is ordinary. No complaints, but no enthusiasm either.",3,False,test,neutral
R000814,Kitchen,"Honestly the headset was average for the 63 pounds I paid. It works, though the manual was useless.",3,True,train,neutral
R000815,Audio,Setup took about 19 minutes and the whole speaker felt average. There are better options if you can spend more.,1,False,test,neutral
R000816,Kitchen,Setup took about 11 minutes and the whole lamp felt useless. Save your money and buy something else.,1,True,train,negative
R000817,Office,I have used this speaker for 28 weeks now and it is flawless. Worth every bit of what I paid.,4,True,train,positive
R000818,Audio,Ordered the headset on a whim for 101 pounds and the finish is brilliant. Battery life beat what the listing promised.,5,True,train,positive
R000819,Audio,Ordered the chair on a whim for 35 pounds and the finish is impressive. It has survived two house moves already.,5,True,test,positive
R000820,Office,Honestly the router was perfect for the 159 pounds I paid. My partner liked it enough to ask for one.,5,True,train,positive
R000821,Office,After 2 weeks of daily use the router still looks superb. It has become the one I reach for every morning.,5,True,train,positive
R000822,Office,Setup took about 13 minutes and the whole lamp felt adequate. It sits in a drawer more often than not.,3,True,train,neutral
R000823,Kitchen,Honestly the blender was solid for the 92 pounds I paid. Support answered my question the same afternoon.,4,False,train,positive
R000824,Audio,The kettle arrived on day 4 and the build quality felt outstanding. I would order another without thinking twice.,4,True,train,positive
R000825,Kitchen,Honestly the kettle was middling for the 63 pounds I paid. There are better options if you can spend more.,3,True,test,neutral
R000826,Kitchen,Bought the speaker for my studio 21 weeks back and found it serviceable. It does what it says and nothing beyond that.,3,False,train,neutral
R000827,Kitchen,Honestly the lamp was useless for the 134 pounds I paid. I have started a return and want my money back.,1,True,train,negative
R000828,Office,Compared to the lamp it replaced 20 weeks ago this one is cheap. The listing photos do not match what turned up.,2,True,train,negative
R000829,Kitchen,"After 11 weeks of daily use the speaker still looks adequate. No complaints, but no enthusiasm either.",3,True,train,neutral
R000830,Audio,The headset arrived on day 4 and the build quality felt dreadful. I would not put this in front of a guest.,2,True,test,negative
R000831,Office,After 14 weeks of daily use the monitor still looks terrible. It rattles badly whenever it is switched on.,1,False,train, negative
R000832,Audio,Bought the keyboard for my spare room 29 weeks back and found it flawless. Packaging was tidy and nothing was scratched.,5,True,train,positive
R000833,Kitchen,Honestly the headset was flawless for the 172 pounds I paid. I would order another without thinking twice.,4,True,train,positive
R000834,Kitchen,"I have used this mousepad for 6 weeks now and it is passable. No complaints, but no enthusiasm either.",3,True,train,neutral
R000835,Audio,Ordered the backpack on a whim for 152 pounds and the finish is superb. Packaging was tidy and nothing was scratched.,5,True,train,positive
R000836,Kitchen,Bought the kettle for my spare room 22 weeks back and found it acceptable. About what I expected at this price.,3,False,train,neutral
R000837,Kitchen,Ordered the kettle on a whim for 54 pounds and the finish is middling. I neither regret it nor recommend it.,3,True,test,neutral
R000838,Audio,Honestly the blender was outstanding for the 156 pounds I paid. My partner liked it enough to ask for one.,5,True,train,positive
R000839,Office,I have used this chair for 8 weeks now and it is terrible. The listing photos do not match what turned up.,1,True,train,negative
R000840,Kitchen,Ordered the monitor on a whim for 122 pounds and the finish is outstanding. It has survived two house moves already.,4,True,train,positive
R000841,Office,Compared to the router it replaced 17 weeks ago this one is awful. I would not put this in front of a guest.,2,True,train,negative
R000842,Office,Honestly the toaster was impressive for the 83 pounds I paid. I would order another without thinking twice.,4,True,train,positive
R000843,Office,Honestly the monitor was brilliant for the 57 pounds I paid. It has become the one I reach for every morning.,4,True,test,positive
R000844,Kitchen,Honestly the lamp was superb for the 84 pounds I paid. It has become the one I reach for every morning.,4,True,train,positive
R000845,Audio,"Great product, would buy again! Second one in 26 months.",2,True,train,negative
R000846,Audio,The blender arrived on day 10 and the build quality felt excellent. It has survived two house moves already.,2,False,train,positive
R000847,Audio,Honestly the toaster was adequate for the 180 pounds I paid. I neither regret it nor recommend it.,3,False,train,neutral
R000848,Kitchen,"Bought the keyboard for my spare room 11 weeks back and found it okay. No complaints, but no enthusiasm either.",3,True,test,neutral
R000849,Audio,The blender arrived on day 6 and the build quality felt flawless. My partner liked it enough to ask for one.,3,True,train,positive
R000850,Audio,Compared to the chair it replaced 10 weeks ago this one is adequate. It sits in a drawer more often than not.,3,False,train,neutral
R000851,Office,Honestly the speaker was excellent for the 115 pounds I paid. Battery life beat what the listing promised.,5,True,train,positive
R000852,Kitchen,Nice product. Will buy again. Ordered 2 of them.,4,True,test,positive
R000853,Office,"Honestly the toaster was middling for the 84 pounds I paid. Fine for the money, forgettable otherwise.",3,True,train,neutral
R000854,Kitchen,The monitor arrived on day 5 and the build quality felt outstanding. Battery life beat what the listing promised.,1,True,train,positive
R000855,Office,The blender arrived on day 2 and the build quality felt solid. Battery life beat what the listing promised.,5,True,train,positive
R000856,Office,"I have used this blender for 27 weeks now and it is serviceable. Fine for the money, forgettable otherwise.",3,True,train,neutral
R000857,Kitchen,Bought the toaster for my home office 17 weeks back and found it flawless. I would order another without thinking twice.,4,True,train,positive
R000858,Audio,After 13 weeks of daily use the router still looks brilliant. Worth every bit of what I paid.,5,True,test,positive
R000859,Audio,Honestly the kettle was useless for the 94 pounds I paid. The listing photos do not match what turned up.,1,True,train,negative
R000860,Office,After 8 weeks of daily use the toaster still looks shoddy. Mine arrived with a crack down one side.,1,True,train,negative
R000861,Office,Setup took about 23 minutes and the whole router felt fantastic. I would order another without thinking twice.,4,True,test,positive
R000862,Audio,"Honestly the headset was passable for the 34 pounds I paid. No complaints, but no enthusiasm either.",3,True,train,neutral
R000863,Kitchen,Ordered the kettle on a whim for 155 pounds and the finish is dreadful. It stopped working entirely on the fourth day.,2,True,train,negative
R000864,Audio,Ordered the backpack on a whim for 108 pounds and the finish is broken. Mine arrived with a crack down one side.,1,False,test,negative
R000865,Office,Ordered the chair on a whim for 173 pounds and the finish is excellent. It has become the one I reach for every morning.,5,True,train,positive
R000866,Office,Ordered the monitor on a whim for 51 pounds and the finish is outstanding. Worth every bit of what I paid.,5,False,test,positive
R000867,Kitchen,Compared to the monitor it replaced 7 weeks ago this one is broken. I would not put this in front of a guest.,1,True,train,negative
R000868,Audio,Ordered the backpack on a whim for 141 pounds and the finish is terrible. I have started a return and want my money back.,1,True,train,negative
R000869,Audio,Setup took about 45 minutes and the whole speaker felt fantastic. Battery life beat what the listing promised.,5,True,test,positive
R000870,Kitchen,The keyboard arrived on day 4 and the build quality felt acceptable. There are better options if you can spend more.,3,True,test,neutral
R000871,Office,I have used this mousepad for 20 weeks now and it is ordinary. It sits in a drawer more often than not.,3,True,train,neutral
R000872,Office,After 6 weeks of daily use the monitor still looks useless. The listing photos do not match what turned up.,2,False,train,negative
R000873,Audio,Honestly the mousepad was flawless for the 59 pounds I paid. Support answered my question the same afternoon.,4,True,test,positive
R000874,Kitchen,Compared to the keyboard it replaced 19 weeks ago this one is useless. It rattles badly whenever it is switched on.,2,True,test,negative
R000875,Office,I have used this toaster for 25 weeks now and it is excellent. Worth every bit of what I paid.,5,True,train,positive
R000876,Kitchen,Compared to the headset it replaced 15 weeks ago this one is solid. Packaging was tidy and nothing was scratched.,2,True,test,positive
R000877,Audio,"Compared to the toaster it replaced 21 weeks ago this one is acceptable. Fine for the money, forgettable otherwise.",3,True,train,neutral
R000878,Audio,Compared to the chair it replaced 15 weeks ago this one is fine. It sits in a drawer more often than not.,3,True,test,neutral
R000879,Kitchen,I have used this mousepad for 21 weeks now and it is passable. I neither regret it nor recommend it.,3,True,train,neutral
R000880,Audio,Does the job. No complaints. Second one in 33 months.,2,True,train,negative
R000881,Office,Ordered the lamp on a whim for 25 pounds and the finish is middling. There are better options if you can spend more.,3,True,train,neutral
R000882,Kitchen,Honestly the lamp was sturdy for the 145 pounds I paid. Worth every bit of what I paid.,5,False,test,positive
R000883,Kitchen,Bought the monitor for my hallway 5 weeks back and found it solid. It has survived two house moves already.,4,True,train,positive
R000884,Kitchen,The speaker arrived on day 11 and the build quality felt fantastic. Packaging was tidy and nothing was scratched.,4,False,train,positive
R000885,Kitchen,Setup took about 43 minutes and the whole headset felt acceptable. I neither regret it nor recommend it.,4,True,train,neutral
R000886,Audio,The backpack arrived on day 6 and the build quality felt acceptable. It sits in a drawer more often than not.,3,True,train,neutral
R000887,Audio,The chair arrived on day 11 and the build quality felt impressive. Packaging was tidy and nothing was scratched.,5,True,train,positive
R000888,Kitchen,I have used this blender for 3 weeks now and it is okay. It does what it says and nothing beyond that.,3,True,train,neutral
R000889,Kitchen,I have used this mousepad for 18 weeks now and it is defective. I have started a return and want my money back.,2,True,train,negative
R000890,Audio,I have used this chair for 25 weeks now and it is perfect. Packaging was tidy and nothing was scratched.,2,True,train,positive
R000891,Kitchen,Honestly the mousepad was shoddy for the 75 pounds I paid. Support have ignored two emails so far.,4,True,train,negative
R000892,Kitchen,Bought the mousepad for my workshop 3 weeks back and found it broken. I have started a return and want my money back.,2,True,test,negative
R000893,Audio,Ordered the toaster on a whim for 19 pounds and the finish is brilliant. It has become the one I reach for every morning.,5,True,train,positive
R000894,Office,Ordered the headset on a whim for 18 pounds and the finish is acceptable. I neither regret it nor recommend it.,3,True,train,neutral
R000895,Office,Compared to the monitor it replaced 5 weeks ago this one is broken. It rattles badly whenever it is switched on.,2,False,train,negative
R000896,Audio,Compared to the monitor it replaced 5 weeks ago this one is excellent. Packaging was tidy and nothing was scratched.,5,False,train,positive
R000897,Office,Honestly the keyboard was awful for the 72 pounds I paid. It stopped working entirely on the fourth day.,2,True,train,negative
R000898,Kitchen,The backpack arrived on day 2 and the build quality felt outstanding. Worth every bit of what I paid.,5,False,train,positive
R000899,Audio,Bought the mousepad for my studio 20 weeks back and found it shoddy. It stopped working entirely on the fourth day.,2,True,train,negative
R000900,Office,After 22 weeks of daily use the mousepad still looks brilliant. It has survived two house moves already.,4,True,train,positive
R000901,Audio,The router arrived on day 10 and the build quality felt flawless. I would order another without thinking twice.,5,True,test,positive
R000902,Kitchen,The blender arrived on day 14 and the build quality felt useless. It stopped working entirely on the fourth day.,2,True,test,negative
R000903,Audio,The router arrived on day 10 and the build quality felt broken. Support have ignored two emails so far.,1,True,train,negative
R000904,Audio,After 5 weeks of daily use the backpack still looks awful. The listing photos do not match what turned up.,1,True,train,negative
R000905,Office,After 4 weeks of daily use the speaker still looks excellent. Worth every bit of what I paid.,5,True,train,positive
R000906,Office,"Ordered the lamp on a whim for 163 pounds and the finish is unremarkable. It works, though the manual was useless.",3,True,test,neutral
R000907,Office,Setup took about 35 minutes and the whole mousepad felt unusable. Support have ignored two emails so far.,2,True,train,negative
R000908,Office,The router arrived on day 12 and the build quality felt impressive. Packaging was tidy and nothing was scratched.,5,True,train,positive
R000909,Office,Bought the monitor for my hallway 12 weeks back and found it flawless. My partner liked it enough to ask for one.,2,True,train,positive
R000910,Audio,The mousepad arrived on day 6 and the build quality felt outstanding. Packaging was tidy and nothing was scratched.,5,True,train,positive
R000911,Audio,The speaker arrived on day 1 and the build quality felt middling. It sits in a drawer more often than not.,3,True,train,neutral
R000912,Audio,I have used this kettle for 13 weeks now and it is superb. I would order another without thinking twice.,4,True,train,positive
R000913,Office,After 15 weeks of daily use the monitor still looks flimsy. I have started a return and want my money back.,2,True,train,negative
R000914,Audio,Setup took about 36 minutes and the whole router felt brilliant. I would order another without thinking twice.,5,False,train,positive
R000915,Office,I have used this lamp for 3 weeks now and it is average. About what I expected at this price.,3,False,train,Neutral
R000916,Office,"Does the job, no complaints here. Second one in 3 months.",4,False,test,positive
R000917,Office,The blender arrived on day 1 and the build quality felt sturdy. Battery life beat what the listing promised.,4,True,train,positive
R000918,Audio,I have used this monitor for 11 weeks now and it is fantastic. My partner liked it enough to ask for one.,4,False,train,positive
R000919,Audio,Bought the keyboard for my hallway 26 weeks back and found it flimsy. Mine arrived with a crack down one side.,5,True,train,negative
R000920,Office,Compared to the keyboard it replaced 12 weeks ago this one is fantastic. Packaging was tidy and nothing was scratched.,5,True,train,positive
R000921,Audio,I have used this headset for 18 weeks now and it is awful. Support have ignored two emails so far.,1,False,train,neutral
R000922,Kitchen,Ordered the router on a whim for 110 pounds and the finish is okay. There are better options if you can spend more.,3,True,train,neutral
R000923,Office,Honestly the headset was brilliant for the 29 pounds I paid. My partner liked it enough to ask for one.,4,True,test,positive
R000924,Audio,Bought the speaker for my home office 14 weeks back and found it brilliant. It has survived two house moves already.,4,True,train,positive
R000925,Kitchen,I have used this monitor for 4 weeks now and it is unusable. Support have ignored two emails so far.,1,True,train,negative
R000926,Kitchen,The chair arrived on day 4 and the build quality felt unusable. I have started a return and want my money back.,1,True,train,negative
R000927,Kitchen,After 20 weeks of daily use the speaker still looks solid. Battery life beat what the listing promised.,5,True,test,positive
R000928,Office,Compared to the kettle it replaced 12 weeks ago this one is outstanding. Worth every bit of what I paid.,5,False,test,positive
R000929,Audio,"Setup took about 49 minutes and the whole lamp felt unremarkable. Fine for the money, forgettable otherwise.",3,True,train,neutral
R000930,Kitchen,"Compared to the blender it replaced 9 weeks ago this one is serviceable. No complaints, but no enthusiasm either.",3,True,train,neutral
R000931,Audio,Bought the router for my workshop 8 weeks back and found it outstanding. Packaging was tidy and nothing was scratched.,4,False,train,positive
R000932,Audio,Bought the backpack for my kitchen 15 weeks back and found it awful. It stopped working entirely on the fourth day.,2,True,test,negative
R000933,Audio,Bought the backpack for my studio 23 weeks back and found it broken. Save your money and buy something else.,1,True,train,negative
R000934,Office,Compared to the router it replaced 3 weeks ago this one is superb. Support answered my question the same afternoon.,5,True,train,positive
R000935,Audio,After 25 weeks of daily use the chair still looks flimsy. Support have ignored two emails so far.,1,True,test,negative
R000936,Kitchen,Ordered the mousepad on a whim for 42 pounds and the finish is ordinary. It sits in a drawer more often than not.,3,True,train,neutral
R000937,Audio,Setup took about 15 minutes and the whole chair felt excellent. Battery life beat what the listing promised.,4,True,test,positive
R000938,Office,Good product. Would buy again. Delivery took 2 days.,3,True,train,neutral
R000939,Audio,After 8 weeks of daily use the keyboard still looks passable. I neither regret it nor recommend it.,3,True,test,neutral
R000940,Kitchen,"The speaker arrived on day 10 and the build quality felt okay. It works, though the manual was useless.",3,True,train,neutral
R000941,Office,Honestly the toaster was impressive for the 157 pounds I paid. It has become the one I reach for every morning.,5,True,test,positive
R000942,Kitchen,The keyboard arrived on day 3 and the build quality felt flimsy. Support have ignored two emails so far.,2,True,test,negative
R000943,Audio,Good product. Would order again. Ordered 12 of them.,5,True,train,positive
R000944,Kitchen,Honestly the monitor was acceptable for the 12 pounds I paid. About what I expected at this price.,3,True,train,neutral
R000945,Kitchen,Ordered the keyboard on a whim for 80 pounds and the finish is perfect. I would order another without thinking twice.,4,False,test,positive
R000946,Audio,Honestly the backpack was average for the 55 pounds I paid. I neither regret it nor recommend it.,3,True,test,neutral
R000947,Kitchen,"I have used this router for 28 weeks now and it is ordinary. No complaints, but no enthusiasm either.",3,True,train,neutral
R000948,Audio,Ordered the lamp on a whim for 99 pounds and the finish is broken. It stopped working entirely on the fourth day.,1,True,train,negative
R000949,Kitchen,Compared to the monitor it replaced 13 weeks ago this one is middling. It sits in a drawer more often than not.,3,True,test,neutral
R000950,Office,Setup took about 15 minutes and the whole lamp felt serviceable. It sits in a drawer more often than not.,3,True,train,neutral
R000951,Audio,"I have used this mousepad for 8 weeks now and it is average. It works, though the manual was useless.",3,False,train,neutral
R000952,Audio,The blender arrived on day 8 and the build quality felt perfect. It has become the one I reach for every morning.,5,False,train,positive
R000953,Office,Honestly the mousepad was superb for the 40 pounds I paid. It has become the one I reach for every morning.,4,True,test,positive
R000954,Audio,Compared to the mousepad it replaced 3 weeks ago this one is useless. It stopped working entirely on the fourth day.,1,True,train,negative
R000955,Office,After 7 weeks of daily use the speaker still looks solid. It has survived two house moves already.,4,True,train, positive
R000956,Audio,Setup took about 17 minutes and the whole toaster felt sturdy. I would order another without thinking twice.,4,True,train,positive
R000957,Audio,Compared to the chair it replaced 6 weeks ago this one is unusable. Mine arrived with a crack down one side.,2,True,train,negative
R000958,Audio,Bought the toaster for my spare room 14 weeks back and found it awful. It rattles badly whenever it is switched on.,1,False,train,negative
R000959,Office,After 8 weeks of daily use the lamp still looks shoddy. Mine arrived with a crack down one side.,1,True,train,negative
R000960,Office,Compared to the mousepad it replaced 20 weeks ago this one is cheap. I would not put this in front of a guest.,1,True,train,negative
R000961,Audio,Honestly the chair was outstanding for the 120 pounds I paid. My partner liked it enough to ask for one.,5,True,train,positive
R000962,Kitchen,Setup took about 46 minutes and the whole blender felt perfect. Packaging was tidy and nothing was scratched.,4,True,test,positive
R000963,Kitchen,The speaker arrived on day 2 and the build quality felt awful. Mine arrived with a crack down one side.,1,True,train,negative
R000964,Audio,I have used this chair for 13 weeks now and it is flawless. I would order another without thinking twice.,5,True,train,positive
R000965,Office,Ordered the blender on a whim for 165 pounds and the finish is unusable. It stopped working entirely on the fourth day.,2,True,train,negative
R000966,Office,Ordered the headset on a whim for 16 pounds and the finish is impressive. Packaging was tidy and nothing was scratched.,4,True,train,positive
R000967,Kitchen,"Great product, would buy again! Arrived 37 days early.",1,True,train,negative
R000968,Office,Ordered the blender on a whim for 72 pounds and the finish is terrible. The listing photos do not match what turned up.,2,False,test,negative
R000969,Audio,Honestly the keyboard was defective for the 112 pounds I paid. It stopped working entirely on the fourth day.,2,True,train,negative
R000970,Audio,Ordered the backpack on a whim for 31 pounds and the finish is unremarkable. I neither regret it nor recommend it.,3,True,train,neutral
R000971,Audio,After 26 weeks of daily use the monitor still looks flawless. My partner liked it enough to ask for one.,4,True,train,positive
R000972,Audio,Bought the chair for my spare room 26 weeks back and found it dreadful. Save your money and buy something else.,1,True,train,negative
R000973,Audio,"Bought the lamp for my home office 26 weeks back and found it unremarkable. It works, though the manual was useless.",3,True,train,neutral
R000974,Audio,"Compared to the keyboard it replaced 12 weeks ago this one is serviceable. Fine for the money, forgettable otherwise.",3,True,train,neutral
R000975,Office,Nice product. Will buy again. Used it for 6 weeks so far.,5,True,train,positive
R000976,Kitchen,Honestly the chair was brilliant for the 93 pounds I paid. Packaging was tidy and nothing was scratched.,5,True,train,positive
R000977,Office,I have used this toaster for 25 weeks now and it is dreadful. The listing photos do not match what turned up.,1,True,train,negative
R000978,Audio,Bought the speaker for my hallway 9 weeks back and found it ordinary. About what I expected at this price.,3,True,test,neutral
R000979,Kitchen,Compared to the lamp it replaced 2 weeks ago this one is dreadful. I would not put this in front of a guest.,1,True,test,negative
R000980,Office,Bought the speaker for my studio 7 weeks back and found it okay. There are better options if you can spend more.,3,True,train,neutral
R000981,Audio,Honestly the backpack was fantastic for the 171 pounds I paid. I would order another without thinking twice.,3,True,train,positive
R000982,Office,Setup took about 33 minutes and the whole mousepad felt fantastic. I would order another without thinking twice.,4,False,train,positive
R000983,Office,The monitor arrived on day 8 and the build quality felt useless. It rattles badly whenever it is switched on.,2,False,train,negative
R000984,Kitchen,Ordered the mousepad on a whim for 27 pounds and the finish is dreadful. Support have ignored two emails so far.,1,True,test,negative
R000985,Audio,I have used this keyboard for 25 weeks now and it is outstanding. Worth every bit of what I paid.,4,True,train,positive
R000986,Office,Setup took about 35 minutes and the whole chair felt cheap. It rattles badly whenever it is switched on.,1,True,test,negative
R000987,Audio,The keyboard arrived on day 10 and the build quality felt impressive. Packaging was tidy and nothing was scratched.,5,False,train,positive
R000988,Office,Compared to the keyboard it replaced 20 weeks ago this one is brilliant. Packaging was tidy and nothing was scratched.,4,True,train, positive
R000989,Kitchen,Ordered the toaster on a whim for 110 pounds and the finish is flawless. My partner liked it enough to ask for one.,4,True,train,positive
R000990,Audio,After 10 weeks of daily use the blender still looks awful. I would not put this in front of a guest.,2,True,test,negative
R000991,Kitchen,I have used this lamp for 25 weeks now and it is brilliant. It has survived two house moves already.,5,False,test,positive
R000992,Kitchen,Setup took about 38 minutes and the whole keyboard felt fantastic. Worth every bit of what I paid.,5,True,test,positive
R000993,Office,After 11 weeks of daily use the lamp still looks flawless. Support answered my question the same afternoon.,5,False,train,positive
R000994,Kitchen,After 22 weeks of daily use the toaster still looks useless. Mine arrived with a crack down one side.,2,False,train,negative
R000995,Office,Compared to the headset it replaced 25 weeks ago this one is shoddy. I would not put this in front of a guest.,1,True,train,negative
R000996,Office,Bought the chair for my home office 7 weeks back and found it average. About what I expected at this price.,3,True,train,neutral
R000997,Office,After 2 weeks of daily use the chair still looks impressive. Worth every bit of what I paid.,5,True,train,positive
R000998,Kitchen,After 27 weeks of daily use the kettle still looks perfect. It has survived two house moves already.,5,True,train,positive
R000999,Kitchen,After 14 weeks of daily use the blender still looks sturdy. My partner liked it enough to ask for one.,4,False,train,positive
R001000,Office,Honestly the headset was unusable for the 172 pounds I paid. Mine arrived with a crack down one side.,5,True,train,negative
R001001,Kitchen,After 29 weeks of daily use the chair still looks cheap. Save your money and buy something else.,3,True,test,negative
R001002,Audio,"I have used this backpack for 16 weeks now and it is ordinary. No complaints, but no enthusiasm either.",3,False,train,neutral
R001003,Office,The chair arrived on day 3 and the build quality felt flimsy. Support have ignored two emails so far.,1,True,train,negative
R001004,Audio,Does the job. No complaints. Arrived 29 days early.,3,True,train,neutral
R001005,Audio,Bought the blender for my home office 13 weeks back and found it superb. Battery life beat what the listing promised.,4,True,train,positive
R001006,Office,The monitor arrived on day 1 and the build quality felt sturdy. It has survived two house moves already.,5,True,test,positive
R001007,Office,Compared to the speaker it replaced 28 weeks ago this one is serviceable. There are better options if you can spend more.,3,True,test,positive
R001008,Kitchen,Setup took about 31 minutes and the whole toaster felt passable. There are better options if you can spend more.,3,False,train,neutral
R001009,Kitchen,Compared to the kettle it replaced 25 weeks ago this one is average. It does what it says and nothing beyond that.,3,True,train,neutral
R001010,Office,Bought the router for my hallway 14 weeks back and found it excellent. My partner liked it enough to ask for one.,5,False,train,positive
R001011,Audio,Ordered the chair on a whim for 23 pounds and the finish is middling. About what I expected at this price.,3,True,test,neutral
R001012,Office,After 10 weeks of daily use the router still looks flimsy. Mine arrived with a crack down one side.,2,True,train,negative
R001013,Office,After 24 weeks of daily use the router still looks flimsy. The listing photos do not match what turned up.,1,True,train,negative
R001014,Kitchen,Honestly the lamp was terrible for the 95 pounds I paid. It stopped working entirely on the fourth day.,1,True,test,negative
R001015,Office,Honestly the lamp was solid for the 64 pounds I paid. Packaging was tidy and nothing was scratched.,4,True,test,positive
R001016,Office,Bought the blender for my home office 18 weeks back and found it solid. Support answered my question the same afternoon.,4,False,train,positive
R001017,Kitchen,The chair arrived on day 1 and the build quality felt solid. It has become the one I reach for every morning.,1,True,test,positive
R001018,Office,I have used this blender for 15 weeks now and it is cheap. Mine arrived with a crack down one side.,1,False,test,negative
R001019,Kitchen,Ordered the backpack on a whim for 39 pounds and the finish is flawless. Packaging was tidy and nothing was scratched.,4,False,train,positive
